Product_Initial_Info,"Gracias por ponerse en contacto para obtener más información sobre este producto.
 Los siguientes son enlaces relevantes a esta consulta.
 [Información del producto]
 Espero que esto ayude. Por favor, háganos saber si necesita información más o específica.","La información del producto, información sobre productos, planificación para la compra"
Product_Price,"Gracias por ponerte en contacto en cuanto a precio de este producto / servicio. Aquí están los detalles.
 [Info costes del producto]
 Espero que esto ayude. Por favor, háganos saber si necesita información más o específica.","Coste, precio, cargos, impuestos"
Product_PreSales,"Gracias por ponerte en contacto en lo que respecta a adquirir este producto.
 Aquí están los detalles.
 [Producto de información de ventas]
 Espero que esto ayude. Por favor, háganos saber si necesita información más o específica.","Pre-Venta de preguntas, antes de la compra, antes de la venta,"
Order_info,"Gracias por ponerte en contacto en lo que respecta estado de su pedido de productos.
 Aquí están los detalles.
 [Detalles de pedidos del producto]
 Espero que esto ayude. Por favor, háganos saber si necesita información más o específica.","Estado del pedido, orden de Información"
Product_Return,"Gracias por ponerte en contacto en cuanto a la consulta a la entrega de los pedidos de productos.
 Aquí están los detalles.
 [Detalles de la vuelta del producto]
 Espero que esto ayude. Por favor, háganos saber si necesita información más o específica.","Pedido de devolución, el envío de vuelta,"
Product_Delivery_Status,"Gracias por ponerte en contacto en la entrega respecto de su orden.
 Aquí están los detalles.
 [Producto del estado de entrega detalles]
 Espero que esto ayude. Por favor, háganos saber si necesita información más o específica.","Envío / Entrega del producto,"
Vendor_Issue,Siento mucho lo que usted está teniendo problema con nuestro proveedor. Estamos investigando sobre este incidente y se actualizará en breve.,cuestión proveedor
Affiliate_Issue,Siento mucho lo que usted está teniendo problema con nuestro afiliado. Estamos investigando sobre este incidente y se actualizará en breve.,cuestión de afiliados
Product_Availability,"Gracias por ponerte en contacto en lo que respecta a la disponibilidad de este producto.
 Aquí están los detalles.
 [Disponibilidad del producto Detalles]
 Espero que esto ayude. Por favor, háganos saber si necesita información más o específica.",Disponibilidad de producto
Technical_Issue,Siento mucho lo que su están teniendo estos problemas técnicos. Estamos en proceso de resolver ellos y nos pondremos en contacto con usted en breve.,"Problema técnico, que no trabaja,"
Product_Defective,Siento mucho lo que ha recibido este producto defectuoso. Estamos tomando las medidas de recogida de esto y se pondrá en contacto con usted con más estatus.,"Defectuoso, roto, mal funcionamiento"
Order_Cancel_Request,Siento mucho lo que desea cancelar esta orden. Estamos trabajando para cancelar el pedido. Le informará pronto sobre su estado.,"Cancelar mi pedido, cancelar la entrega del producto"
Product_Refund_Request,"Hemos recibido su solicitud de reembolso. Aquí hay cambios en él.
 [Actualización sobre Restitución]
 Espero que esto ayude. Por favor, háganos saber si necesita información más o específica.",Reembolso
Subscription_new,"Gracias por ponerte en contacto en lo que respecta suscripción a nuestro servicio.
 Aquí están los detalles.
 [Servicio de suscripción Detalles]
 Espero que esto ayude. Por favor, háganos saber de cualquier otro requisito o preocupaciones.","Comienza mi suscripción, Suscribirme,"
Subscription_Renewal,"Gracias por ponerte en contacto en lo que respecta renovación de la suscripción a este servicio.
 Aquí están los detalles.
 [Servicio de suscripción Detalles]
 Espero que esto ayude. Por favor, háganos saber de cualquier otro requisito.",Renovación de la suscripción
Service_Disruption,Siento mucho lo que se enfrentan problema interrupción del servicio. Estamos trabajando en ello y nos pondremos en contacto con la actualización más específica pronto.,Ruptura
Service_Cancel_request,"Siento mucho lo que desea cancelar su suscripción. Ciertamente, puedo hacer eso para usted. ¿Le importaría decirme por qué desea cancelar? Si tiene que ver con la calidad del producto o servicio, nos gustaría saber porque siempre estamos tratando de mejorar.","Darse de baja, cancelación, Suspender"
Software_bug,"Gracias por informar de este defecto en nuestro producto. Hemos comenzado a trabajar en ello y pronto, vamos a ponerle al día sobre su resolución.","Bug, Emisión,"
Software_Feature_Request,"Gracias por lo que sugiere esta nueva característica de nuestro producto. Ciertamente apreciamos su esfuerzo y en breve, nos pondremos en contacto con usted con nuestro plan a su alrededor.","Pedido de funciones, Nueva función,"
Software_Sales_Billing,"Gracias por ponerte en contacto en cuanto a la venta de productos.
 Aquí están los detalles.
 [Detalles del producto de ventas]
 Espero que esto ayude. Por favor, háganos saber si necesita información más o específica.","venta, venta, descuento,"
Software_How_To,"Gracias por llegar con preguntas acerca [procedimiento]!
 Aquí están las instrucciones para la misma:
 [Instrucciones Detalles]
 Si usted tiene alguna pregunta en el camino, no dude en llegar.","Cómo, instrucciones, manual, guía,"
Software_Technical_Issue,"Gracias por informar de este defecto en nuestro producto. Hemos comenzado a trabajar en ello y pronto, vamos a ponerle al día sobre su resolución.","Problema técnico, incapaz de solucionarlo, no se puede abrir, depurarla"
Software_Cancellation,"Siento mucho lo que desea cancelar su suscripción. Ciertamente, puedo hacer eso para usted. ¿Le importaría decirme por qué desea cancelar? Si tiene que ver con la calidad del producto o servicio, nos gustaría saber porque siempre estamos tratando de mejorar.","Cancelar suscripción, cancelación"
Phase_complaint,"En este momento a la cabeza que se enfrentan problema con nuestro producto / servicio. Le aseguramos que vamos a abordar su queja con la debida atención. La amabilidad de esperar algún tiempo, hasta que trabajamos en resolverlo.","Quejas, Problemas,"
Software_Query,"Gracias por llegar con preguntas acerca de nuestros servicios de productos.
 Aquí están los detalles para la misma:
 [Consulta Resolución detalles]
 Si usted tiene alguna pregunta en el camino, no dude en llegar.","Consulta, aclaraciones, preguntas, respuestas,"
Request_for_Expert,"Gracias por llegar con la solicitud para obtener ayuda con nuestro técnico experto. Pronto, estaremos asignando una persona y le enviamos su / sus contactos y programar detalles.","SME ayuda, necesidad del técnico, Necesidad de expertos, Need SME, Need especialista."
Phase_sla_breach,Lo sentimos mucho que hemos violado acuerdo de nivel de servicio en esta resolución de problemas. La amabilidad de darnos un poco más de tiempo y nos pondremos en contacto con usted con la resolución adecuada.,"SLA incumplimiento, más largo de respuesta, no ha oído, a la espera por mucho tiempo,"
Phase_Resolution_Wait,Lo sentimos mucho que usted tiene que esperar a la resolución de sus problemas. La amabilidad de darnos un poco más de tiempo y nos pondremos en contacto con usted con la resolución oportuna adecuada.,"Estado de mi boleto, cualquier actualización, la espera de la resolución, el tiempo largo,"
Response_to_Diffuse_Situation,"Muchas gracias por tu pregunta sobre [tema].
 
 Sólo quería hacerle saber que estoy buscando en él y se pondrá en contacto con usted antes del final de la semana con una respuesta.
 
 Si necesita que consiga de nuevo a usted cuanto antes, por favor hágamelo saber!","Joder, Stupid, Maldita, capullo,"
Response_to_Angry_situation,Lo siento mucho que está experimentando este problema. Entiendo lo frustrante que debe ser. Voy a trabajar en la búsqueda de una solución de inmediato!,"Frustrado,"
Phase_Feedback,"Estamos muy contentos de haberlo sido capaces de resolver este problema para usted. Si se siente estábamos muy útil, ¿le importaría salir de [su producto / servicio] un 5 estrellas revisión? Puede dejar un comentario, vaya a [enlace para revisar]. Si usted no se siente que merecemos un 5 estrellas revisión, lo que podemos hacer para servirle mejor?”","Trabajado, Trabajar Ahora, gracias por la ayuda, Cerrar el billete, el billete Cierre, se está trabajando, Satisfacción"
